person_age,person_gender,person_1,person_income,person_emp_exp,person_home_oqwnership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
28,1,2,59640,7,0,5000,4,12.42,0.08,7,713,1,0
28,1,2,52981,6,1,10000,4,11.12,0.19,9,608,0,0
30,1,3,46338,7,1,12700,3,17.27,0.27,5,612,0,1
27,1,0,53035,4,1,10800,1,10.99,0.2,6,688,1,0
28,1,1,53321,7,1,4000,1,12.69,0.08,8,658,0,0
28,0,2,53883,5,0,5000,2,12.99,0.09,5,615,0,1
30,1,1,53311,10,1,11250,1,13.61,0.21,9,490,1,0
27,1,3,53255,8,1,1200,3,11.01,0.02,5,673,1,0
34,1,4,67444,9,0,9000,5,7.74,0.13,6,659,1,0
27,0,1,53507,5,1,7000,0,10.65,0.13,10,659,0,0
33,1,2,67254,12,0,9000,3,8.49,0.13,5,707,0,0
29,0,2,53087,4,2,10000,0,14.46,0.19,8,641,0,0
27,1,1,69029,5,0,9000,5,13.11,0.13,5,548,1,0
29,0,1,53740,4,2,4800,2,7.05,0.09,7,671,1,0
27,0,3,70024,4,0,9000,0,11.97,0.13,9,681,0,0
27,1,3,53966,3,1,14000,4,10.38,0.26,10,627,1,0
27,0,2,65037,2,0,9000,3,15.58,0.14,7,673,0,1
29,1,2,53630,6,1,7000,5,11.01,0.13,8,689,0,0
29,0,0,72363,8,0,9000,2,5.42,0.12,9,538,1,0
33,0,1,73000,12,0,9000,4,8.49,0.12,5,677,1,0
31,1,2,73079,7,0,9000,3,13.06,0.12,7,621,0,0
33,1,0,53894,10,1,16000,5,7.9,0.3,10,656,1,0
35,1,0,65971,16,0,9000,3,14.46,0.14,9,606,0,1
29,1,3,72822,7,0,9000,1,13.61,0.12,9,610,1,0
28,1,0,53829,7,1,8000,3,10.59,0.15,6,605,1,0
31,0,1,65852,10,0,9000,2,12.49,0.14,7,626,0,1
28,1,1,66951,8,0,9000,2,11.01,0.13,8,629,0,1
30,0,2,74061,6,0,9000,4,11.49,0.12,5,681,0,0
29,0,3,75558,4,0,9000,1,11.01,0.12,9,660,1,0
32,0,3,68159,11,0,9000,3,15.05,0.13,6,675,0,1
32,1,0,54177,10,1,3600,3,6.99,0.07,8,691,0,0
31,0,3,67991,10,0,9000,1,14.46,0.13,5,645,0,1
30,0,3,46615,7,1,10000,1,17.99,0.21,6,727,0,1
29,0,2,53967,9,1,5500,1,10.99,0.1,7,661,1,0
31,1,2,75588,10,0,9000,0,12.53,0.12,8,685,0,0
29,1,0,75797,6,0,9000,5,13.49,0.12,6,626,1,0
31,1,2,76227,8,0,9000,2,15.33,0.12,10,605,0,0
30,0,2,79445,6,0,9000,1,12.42,0.11,5,602,1,0
34,1,0,54153,9,2,10000,5,13.43,0.18,6,576,1,0
28,0,2,53654,6,1,7000,0,13.06,0.13,9,599,1,0
30,0,0,54004,6,1,6800,1,6.91,0.13,7,644,1,0
28,1,0,80031,7,0,9000,0,13.99,0.11,7,661,1,0
27,1,1,53710,6,2,2000,4,13.35,0.04,5,650,1,0
30,0,2,81104,8,0,9000,0,12.87,0.11,8,542,0,0
32,1,2,53619,13,1,15600,0,6.17,0.29,5,704,0,0
29,1,1,53840,7,1,24000,3,6.91,0.45,8,680,1,0
33,1,2,84962,8,0,9000,2,11.58,0.11,5,676,0,0
31,1,1,84821,13,0,9000,5,10,0.11,5,698,1,0
33,0,1,53836,13,1,5500,4,11.01,0.1,9,644,1,0
29,0,1,77983,7,0,9000,0,11.01,0.12,6,689,0,1
28,1,0,53729,10,2,7500,4,14.84,0.14,8,669,0,0
27,1,2,84881,4,0,9000,5,7.88,0.11,8,663,1,0
27,0,2,53885,6,1,5700,1,13.23,0.11,9,676,1,0
35,0,1,53942,12,1,6500,0,7.51,0.12,7,646,1,0
33,1,2,87174,12,0,9000,4,11.14,0.1,5,626,1,0
27,0,3,53787,1,1,6400,1,13.85,0.12,7,645,1,0
27,0,2,83946,3,0,9000,4,16.77,0.11,6,594,0,1
27,0,1,46228,7,1,14000,3,14.26,0.3,9,622,0,1
28,0,1,91096,4,0,9000,0,12.21,0.1,8,567,1,0
29,0,2,94209,5,0,9000,2,12.42,0.1,6,649,1,0
30,0,1,53807,8,1,11000,2,8,0.2,5,634,0,0
27,0,1,100378,6,0,9000,1,15.31,0.09,5,715,1,0
27,1,0,53722,5,1,7500,3,8,0.14,8,677,1,0
34,0,0,101813,10,0,9000,4,5.79,0.09,10,666,1,0
31,1,2,53477,11,2,17350,2,13.55,0.32,7,714,0,0
28,1,0,81247,8,0,9000,3,16.29,0.11,9,562,0,1
28,0,2,102726,3,0,9000,0,11.01,0.09,7,639,1,0
27,1,2,47037,4,1,12000,0,16.77,0.26,6,644,0,1
33,0,0,53675,10,1,9275,1,7.29,0.17,7,678,0,0
27,1,3,53577,4,1,10000,3,6.92,0.19,9,683,0,0
28,0,0,53745,6,1,6000,3,13.06,0.11,10,561,1,0
27,1,4,102785,7,0,9000,2,10.36,0.09,5,647,1,0
27,1,2,88943,5,0,9000,1,9.63,0.1,7,698,0,1
33,1,0,106358,11,0,9000,5,14.54,0.08,9,614,1,0
27,1,2,106563,4,0,9000,0,6.91,0.08,10,580,1,0
33,1,2,54024,12,1,5000,1,11.01,0.09,8,655,1,0
30,0,3,78426,7,0,9000,3,16,0.11,5,692,0,1
27,0,2,109036,6,0,9000,0,13.49,0.08,7,625,1,0
31,0,1,109173,11,0,9000,4,5.42,0.08,9,677,1,0
27,0,0,53795,6,1,11500,3,15.27,0.21,10,589,1,0
28,0,2,54012,3,1,4325,2,7.49,0.08,5,685,0,0
27,0,3,46839,4,1,6000,4,10.99,0.13,10,671,0,1
27,0,2,136196,3,0,9000,0,11.01,0.07,7,627,1,0
33,1,0,106022,12,0,9000,3,14.65,0.08,7,536,0,1
29,1,1,54311,8,1,5000,4,11.01,0.09,7,584,1,0
32,1,3,54289,8,1,6500,2,14.84,0.12,7,653,1,0
27,1,3,156795,5,0,9000,2,7.05,0.06,6,637,0,0
29,0,2,54021,5,1,21000,2,10.99,0.39,8,656,0,0
28,0,0,54433,6,1,6000,1,12.72,0.11,7,631,0,0
30,0,1,54426,7,1,21250,5,13.48,0.39,6,650,0,0
34,0,2,54400,9,1,9600,0,7.49,0.18,8,696,1,0
32,0,0,55004,8,2,15000,1,7.51,0.27,5,672,0,0
32,1,2,54270,7,1,6000,5,8.9,0.11,9,679,0,0
32,0,2,60488,10,0,8900,3,11.01,0.15,7,682,1,0
30,0,3,97050,7,0,8900,3,6.17,0.09,10,709,0,0
31,1,0,140682,10,0,8900,5,10,0.06,5,622,0,0
28,1,2,54300,5,1,10000,4,8.59,0.18,6,666,0,0
28,1,2,54435,6,1,6000,5,8,0.11,9,697,0,0
33,1,2,54370,10,2,20000,1,11.01,0.37,6,645,0,0
28,1,1,54226,6,1,20000,5,9.45,0.37,10,606,1,0
28,0,3,29376,1,0,8875,5,10.65,0.3,9,571,0,1
27,0,0,54764,4,2,10825,3,10.99,0.2,8,672,0,0
27,1,2,40416,8,0,8875,4,14.65,0.22,8,673,1,0
34,0,2,40722,12,0,8875,3,7.66,0.22,7,712,0,0
30,1,2,46541,7,0,8875,4,16.89,0.19,5,642,1,0
28,0,0,61458,4,0,8825,2,11.49,0.14,7,634,0,0
29,1,0,35111,3,0,8800,0,10,0.25,10,629,0,1
28,0,1,54909,10,2,3600,1,7.88,0.07,6,557,0,0
27,0,2,51320,7,0,8800,0,11.71,0.17,5,578,1,0
28,1,3,54918,3,1,1000,5,13.06,0.02,8,628,1,0
28,0,1,51377,7,0,8800,3,12.42,0.17,10,669,0,0
31,0,1,56222,6,0,8800,5,12.84,0.16,10,566,1,0
35,0,2,55956,10,0,8800,4,14.27,0.16,7,663,0,0
29,1,2,55018,5,1,5000,3,14.72,0.09,8,687,1,0
29,0,1,56448,6,0,8800,1,14.42,0.16,7,712,1,0
29,0,0,58727,11,0,8800,3,8.49,0.15,9,674,1,0
31,1,2,61138,7,0,8800,3,6.17,0.14,9,656,1,0
27,0,0,72998,5,0,8800,2,11.36,0.12,10,575,1,0
27,1,2,79149,4,0,8800,1,6.03,0.11,9,634,0,0
30,0,2,79007,8,0,8800,0,10,0.11,8,577,1,0
29,0,1,80191,11,0,8800,0,10.71,0.11,10,655,0,0
28,0,0,112889,4,0,8800,5,7.88,0.08,7,632,1,0
31,0,3,120780,11,0,8800,1,10,0.07,8,678,0,0
27,1,2,54292,1,0,5000,5,16.89,0.09,10,582,0,1
32,1,2,55089,12,1,7200,4,12.69,0.13,9,697,1,0
29,0,0,61008,5,0,5000,1,10.37,0.08,5,634,1,0
31,0,2,61088,4,0,5000,3,6.91,0.08,7,612,1,0
35,1,3,54945,15,2,10000,5,16.77,0.18,5,694,0,0
27,0,1,61222,4,0,5000,0,13.61,0.08,8,644,1,0
30,0,1,60849,11,0,5000,3,11.14,0.08,8,594,1,0
32,0,0,53838,5,0,5000,4,20,0.09,10,652,0,1
27,0,1,53697,1,0,5000,2,16.35,0.09,6,679,0,1
31,0,4,47943,7,1,4000,0,16.77,0.08,9,570,0,1
35,1,1,53919,14,0,5000,4,16.95,0.09,9,665,0,1
31,1,2,55297,8,1,12250,0,14.27,0.22,10,672,1,0
32,0,1,53839,9,0,5000,0,18.25,0.09,5,588,0,1
27,0,1,53728,2,0,5000,4,13.79,0.09,8,555,0,1
28,0,3,61076,5,0,5000,3,10.59,0.08,9,671,0,0
28,1,1,54789,5,2,10500,3,15.96,0.19,8,534,1,0
35,0,4,61460,15,0,5000,5,13.57,0.08,8,656,1,0
29,1,3,61793,7,0,5000,2,9.88,0.08,8,707,1,0
35,0,0,62156,11,0,5000,1,12.98,0.08,10,631,0,0
30,0,3,54901,10,0,5000,3,12.73,0.09,8,611,0,1
29,1,2,62181,8,0,5000,0,8,0.08,6,673,0,0
27,0,2,55359,6,0,5000,1,16,0.09,10,689,0,1
27,0,2,54947,0,2,12000,3,6.03,0.22,7,626,1,0
28,1,1,62365,8,0,5000,1,11.14,0.08,10,609,1,0
27,0,2,55274,0,1,3000,1,6.62,0.05,10,604,1,0
28,0,2,63514,1,0,5000,4,11.01,0.08,6,525,1,0
27,0,2,55268,4,1,10000,1,10.65,0.18,8,561,1,0
29,1,2,54613,5,2,10000,3,17.58,0.18,6,681,1,0
28,1,1,55123,4,1,3675,5,11.01,0.07,6,675,1,0
35,0,4,25251,11,0,8500,4,13.57,0.34,10,724,0,1
35,1,2,25055,15,0,8500,1,15.05,0.34,10,672,0,1
29,0,3,27361,5,0,8500,0,14.11,0.31,7,546,0,1
27,1,1,28573,3,0,8500,5,11.01,0.3,7,620,0,1
32,0,1,55011,9,1,8000,3,14.65,0.15,8,672,1,0
32,1,2,54911,9,1,14000,5,12.69,0.25,9,704,0,0
33,1,1,30857,11,0,8500,0,13.43,0.28,6,557,0,1
30,0,0,54840,6,1,7500,2,7.9,0.14,5,566,1,0
27,1,2,55338,9,1,5000,3,6.03,0.09,9,669,1,0
32,1,0,54919,8,1,2100,0,6.99,0.04,10,588,0,0
28,0,2,54955,4,1,8000,2,7.49,0.15,8,671,1,0
32,1,3,54892,8,1,9250,3,8.49,0.17,6,646,1,0
28,0,0,33441,6,0,8500,5,15.96,0.25,10,648,0,1
31,1,1,47396,8,1,2200,0,7.49,0.05,6,637,0,1
35,1,2,34802,14,0,8500,3,11.58,0.24,6,663,1,0
27,0,0,47649,7,1,5000,2,18.79,0.1,6,620,0,1
28,1,3,55034,5,1,10000,0,5.99,0.18,10,685,0,0
32,0,1,54816,10,1,6000,4,7.49,0.11,6,673,0,0
34,0,0,54752,10,2,7000,5,5.42,0.13,5,662,0,0
28,0,1,38864,7,0,8500,3,16.07,0.22,10,670,0,1
31,0,1,55365,8,1,6000,5,10.99,0.11,10,711,1,0
27,1,1,55220,4,1,4000,4,6.99,0.07,7,668,0,0
30,0,3,47908,9,1,3000,2,13.99,0.06,10,658,0,1
28,1,2,40452,4,0,8500,3,13.99,0.21,9,670,0,0
35,0,3,55145,16,1,6000,5,6.99,0.11,9,682,1,0
27,1,2,45853,4,0,8500,4,10,0.19,10,552,1,0
27,0,1,46679,4,0,8500,1,6.99,0.18,10,617,0,0
29,1,1,54890,7,2,15000,5,11.49,0.27,8,627,0,0
30,0,1,49201,6,0,8500,3,12.53,0.17,8,626,1,0
30,0,2,49603,6,0,8500,1,12.87,0.17,7,664,1,0
32,1,3,54836,7,1,4800,1,7.49,0.09,7,719,1,0
27,0,2,51252,3,0,8500,0,9.99,0.17,8,550,1,0
27,0,1,54633,3,1,3450,4,11.99,0.06,7,628,1,0
28,0,1,55485,6,1,15000,2,15.99,0.27,8,674,1,0
30,1,1,53825,9,0,8500,1,11.36,0.16,7,616,1,0
33,0,1,55358,14,0,8500,3,10.62,0.15,6,620,1,0
29,1,1,54900,7,1,15000,4,18.49,0.27,6,539,1,0
30,0,3,55273,7,0,8500,3,11.89,0.15,7,626,1,0
28,0,1,58193,9,0,8500,1,7.88,0.15,10,655,1,0
27,1,1,54811,5,1,5400,0,12.99,0.1,7,601,1,0
34,0,3,60941,10,0,8500,5,9.45,0.14,6,702,0,0
28,0,2,64231,6,0,8500,3,5.79,0.13,9,573,1,0
32,0,3,66263,10,0,8500,2,7.49,0.13,6,680,1,0
32,0,1,54831,9,1,4000,0,7.49,0.07,7,655,1,0
32,0,1,55144,10,1,6400,1,7.49,0.12,8,680,0,0
30,1,2,70493,6,0,8500,4,11.01,0.12,5,632,1,0
27,0,3,70693,2,0,8500,2,13.49,0.12,6,689,1,0
34,0,2,73842,11,0,8500,4,10.65,0.12,6,611,0,0
29,1,0,67038,7,0,8500,4,16.29,0.13,8,504,0,1
28,0,0,55543,6,1,3600,1,11.01,0.06,8,676,0,0
28,0,1,92036,4,0,8500,3,11.01,0.09,5,689,0,0
32,0,1,40016,7,0,8475,2,11.01,0.21,6,656,0,1
30,0,1,51396,8,0,8450,3,8.59,0.16,7,655,0,0
31,1,0,55123,12,1,15000,2,13.06,0.27,5,520,1,0
29,0,1,34836,5,0,8400,5,11.48,0.24,6,677,1,0
34,1,2,63210,11,0,5000,5,13.99,0.08,8,663,0,0
30,1,3,54726,9,1,4450,0,10.37,0.08,6,637,0,0
28,0,1,63150,6,0,5000,3,12.23,0.08,9,560,1,0
28,0,1,63835,6,0,5000,2,13.48,0.08,7,669,0,0
29,1,2,63473,5,0,5000,4,10.99,0.08,9,670,1,0
35,0,1,54965,17,1,7500,0,7.29,0.14,9,688,0,0
29,0,3,64782,6,0,5000,2,5.42,0.08,6,683,0,0
27,1,2,54978,6,1,5000,0,9.25,0.09,10,682,1,0
28,1,0,47740,3,1,3375,3,14.83,0.07,8,624,0,1
28,0,3,65140,6,0,5000,5,12.18,0.08,5,648,1,0
31,1,2,65784,8,0,5000,2,10.59,0.08,5,579,0,0
34,1,3,65906,12,0,5000,4,9.63,0.08,6,686,1,0
32,1,2,65489,12,0,5000,3,7.9,0.08,7,533,1,0
32,1,2,54718,8,1,5000,0,5.79,0.09,5,553,1,0
35,0,0,66227,11,0,5000,3,11.34,0.08,10,541,1,0
28,0,3,66839,6,0,5000,1,6.03,0.07,6,682,1,0
27,0,2,54772,0,1,6800,0,6.17,0.12,9,641,1,0
27,0,3,55143,3,1,12000,4,6.91,0.22,8,537,1,0
27,0,2,67153,2,0,5000,1,13.48,0.07,5,665,0,0
31,1,1,59650,5,0,5000,0,16.4,0.08,5,686,0,1
29,0,0,54954,8,1,4000,4,6.17,0.07,9,645,1,0
31,1,3,66703,10,0,5000,4,11.01,0.07,10,678,1,0
31,0,1,66623,10,0,5000,4,8,0.08,9,624,0,0
28,0,1,55060,9,1,3000,1,5.79,0.05,8,698,0,0
30,0,0,54890,5,1,8000,5,10.36,0.15,9,622,0,0
27,0,1,54837,7,1,10000,3,6.17,0.18,9,657,1,0
27,1,2,66785,5,0,5000,0,13.8,0.07,6,599,1,0
30,1,2,59828,7,0,5000,1,10.74,0.08,10,645,0,1
29,1,3,66652,7,0,5000,1,7.14,0.08,5,635,0,0
30,1,2,59818,6,0,5000,2,15.31,0.08,10,603,0,1
31,1,2,66709,13,0,5000,2,12.18,0.07,8,702,1,0
27,1,0,55025,6,2,15250,1,13.98,0.28,10,531,1,0
28,0,2,67063,3,0,5000,3,12.53,0.07,10,589,0,0
29,0,0,55082,9,2,10000,4,7.88,0.18,10,663,1,0
34,0,2,68097,10,0,5000,4,8.9,0.07,8,663,0,0
32,0,1,54886,7,1,15000,4,7.51,0.27,5,675,1,0
33,1,1,62018,11,0,5000,3,14.96,0.08,9,605,0,1
29,0,1,69983,4,0,5000,0,11.86,0.07,6,553,1,0
27,1,2,69792,6,0,5000,3,11.01,0.07,6,674,1,0
35,0,1,54801,10,1,6500,3,13.98,0.12,10,698,0,0
34,1,3,55002,11,1,5300,3,13.23,0.1,6,659,1,0
34,1,2,55261,14,1,12000,5,11.86,0.22,9,645,1,0
33,0,0,70425,14,0,5000,5,7.51,0.07,7,607,1,0
29,0,3,54927,4,1,8000,2,15.58,0.15,9,683,0,0
30,1,3,55174,8,1,2500,3,6.76,0.05,10,683,1,0
28,1,1,63259,7,0,5000,2,11.36,0.08,7,697,0,1
27,0,1,54934,8,1,3900,2,11.36,0.07,6,652,1,0
31,0,1,54977,6,1,10000,5,9.88,0.18,8,667,1,0
28,1,0,72050,7,0,5000,2,5.79,0.07,10,444,1,0
28,0,2,73102,3,0,5000,4,8.49,0.07,5,608,1,0
27,1,1,65827,1,0,5000,0,11.99,0.08,10,679,0,1
31,1,3,55035,8,1,7500,5,10.62,0.14,5,629,0,0
31,0,1,54861,9,1,2500,0,7.88,0.05,8,673,0,0
32,0,0,72818,9,0,5000,3,7.29,0.07,9,564,1,0
30,0,1,73086,7,0,5000,3,11.01,0.07,8,673,0,0
31,1,0,47801,8,1,22000,1,11.36,0.46,5,680,0,1
29,1,0,55231,7,2,6800,1,10.62,0.12,5,642,1,0
28,0,3,72924,7,0,5000,2,15.7,0.07,7,635,0,0
27,0,1,65927,4,0,5000,0,13.17,0.08,8,654,0,1
29,0,3,54803,8,1,14000,2,13.48,0.26,5,670,1,0
30,1,4,73176,9,0,5000,0,11.01,0.07,7,666,0,0
30,1,1,65645,10,0,5000,5,15.13,0.08,9,584,0,1
32,0,2,72921,9,0,5000,5,8.88,0.07,10,636,1,0
30,0,2,73212,7,0,5000,5,12.69,0.07,8,712,1,0
30,0,1,54859,9,1,3250,1,10.62,0.06,6,561,0,0
28,0,2,73687,7,0,5000,5,10.37,0.07,7,669,0,0
27,0,2,75397,5,0,5000,0,11.01,0.07,5,603,0,0
28,1,0,55082,5,2,15000,3,9.88,0.27,6,648,1,0
29,1,0,55206,10,2,20000,5,10.62,0.36,6,660,1,0
27,0,1,76738,4,0,5000,0,10,0.07,5,708,1,0
34,1,2,77438,11,0,5000,1,9.63,0.06,7,650,0,0
27,1,0,77573,5,0,5000,5,12.99,0.06,8,582,1,0
27,1,1,54757,2,2,3500,4,11.14,0.06,8,635,0,0
27,0,1,55125,4,1,18000,3,12.87,0.33,8,502,1,0
27,1,2,55350,5,1,12000,2,8.94,0.22,6,684,0,0
35,0,1,55030,12,1,1000,5,11.01,0.02,10,651,1,0
27,0,1,78686,8,0,5000,0,13.99,0.06,9,657,0,0
28,1,1,71929,4,0,5000,0,15.23,0.07,6,671,0,1
27,0,2,54726,4,1,4000,5,11.01,0.07,7,629,1,0
27,0,2,55006,5,1,16750,0,8.94,0.3,7,677,1,0
30,0,1,54864,7,1,10000,5,13.57,0.18,6,672,1,0
34,1,2,78575,7,0,5000,2,10.59,0.06,9,636,1,0
27,1,0,79991,3,0,5000,3,13.99,0.06,10,533,1,0
33,0,1,80483,10,0,5000,1,7.29,0.06,8,522,1,0
27,0,3,73008,5,0,5000,4,14.54,0.07,10,589,0,1
34,0,2,55156,12,1,3800,0,13.16,0.07,5,650,1,0
29,0,3,47768,8,1,10000,4,11.01,0.21,5,687,0,1
27,1,1,72976,6,0,5000,2,15.21,0.07,9,599,0,1
29,0,2,73054,11,0,5000,3,14.22,0.07,9,692,0,1
27,0,1,80457,5,0,5000,5,5.79,0.06,6,540,1,0
28,0,0,81729,4,0,5000,0,14.26,0.06,8,590,1,0
28,0,0,81252,5,0,5000,1,11.86,0.06,10,542,1,0
32,1,1,82764,10,0,5000,5,15.7,0.06,7,610,1,0
33,1,0,82447,12,0,5000,1,13.49,0.06,8,641,0,0
30,1,0,77228,7,0,5000,4,10.39,0.06,8,662,0,1
31,1,1,55000,7,1,6000,4,9.32,0.11,9,643,1,0
27,0,1,85141,7,0,5000,4,9.63,0.06,5,671,0,0
27,0,3,55013,4,2,20000,5,12.84,0.36,10,675,0,0
34,1,2,85345,13,0,5000,0,9.91,0.06,7,658,0,0
30,0,0,84983,7,0,5000,4,11.71,0.06,5,662,1,0
35,1,1,84618,13,0,5000,5,7.74,0.06,6,630,1,0
29,0,1,55013,7,1,13000,1,9.63,0.24,9,666,1,0
29,1,1,85055,7,0,5000,1,11.01,0.06,6,572,1,0
29,1,1,54722,7,2,8000,3,12.21,0.15,10,664,0,0
34,1,0,87662,11,0,5000,3,10.59,0.06,9,609,0,0
28,0,2,87465,5,0,5000,4,10.59,0.06,9,685,1,0
28,1,0,88008,3,0,5000,3,8.88,0.06,7,677,1,0
30,1,2,88201,5,0,5000,4,13.85,0.06,6,639,1,0
27,0,3,55032,5,1,12000,3,9.76,0.22,6,693,0,0
32,0,2,91117,8,0,5000,3,9.99,0.05,8,712,1,0
31,0,3,90957,8,0,5000,3,10.75,0.05,6,631,0,0
28,1,0,91047,6,0,5000,3,7.88,0.05,10,649,1,0
31,0,0,48195,6,1,12000,2,13.3,0.25,7,560,0,1
30,1,2,91367,1,0,5000,4,10.62,0.05,5,688,1,0
32,1,2,47813,8,1,2800,2,12.17,0.06,6,666,0,1
28,1,2,55136,6,1,6000,5,5.42,0.11,9,651,1,0
28,0,4,55043,4,1,10175,1,12.69,0.18,9,727,0,0
33,0,2,55399,13,1,7000,5,8,0.13,7,688,0,0
28,0,0,95109,8,0,5000,2,14.27,0.05,6,622,0,0
34,1,0,55090,11,1,5000,4,9.63,0.09,9,634,1,0
34,0,1,97037,10,0,5000,5,11.01,0.05,9,641,1,0
32,0,0,97173,10,0,5000,0,11.01,0.05,6,654,1,0
34,0,1,96600,15,0,5000,2,6.17,0.05,10,614,1,0
29,0,2,55477,9,1,15150,4,14.54,0.27,10,689,1,0
28,1,4,89523,7,0,5000,0,15.21,0.06,8,707,0,1
27,0,2,55406,2,1,4800,3,11.01,0.09,8,622,1,0
27,1,0,97097,1,0,5000,5,13.47,0.05,9,670,0,0
28,0,1,99548,3,0,5000,4,14.26,0.05,5,665,1,0
33,1,1,99258,10,0,5000,5,7.51,0.05,8,594,1,0
34,0,4,99072,12,0,5000,2,8.32,0.05,9,664,1,0
33,1,2,99647,13,0,5000,2,7.51,0.05,5,632,1,0
32,0,0,79483,12,0,5000,3,11.28,0.06,9,654,0,1
32,0,3,55807,10,1,18250,4,12.73,0.33,5,554,1,0
29,0,1,55866,8,1,10000,2,10.65,0.18,10,614,1,0
29,1,2,81475,7,0,5000,3,7.51,0.06,10,613,0,1
28,0,1,55427,6,2,8400,3,11.01,0.15,5,590,0,0
33,1,0,103074,11,0,5000,1,7.9,0.05,8,541,1,0
31,0,1,55833,11,1,7500,5,11.49,0.13,5,562,1,0
27,1,4,55999,7,1,5000,0,13.23,0.09,8,611,1,0
27,0,2,55541,4,2,14000,5,13.92,0.25,6,661,1,0
34,1,1,102814,12,0,5000,5,11.83,0.05,5,625,1,0
31,1,2,55585,11,1,7000,1,9.88,0.13,8,670,0,0
30,1,1,102791,10,0,5000,5,15.05,0.05,9,705,1,0
29,0,0,55954,3,1,6000,0,13.49,0.11,8,668,0,0
35,0,0,102932,11,0,5000,2,9.07,0.05,6,671,1,0
31,1,2,104257,9,0,5000,0,11.01,0.05,8,660,1,0
27,0,1,55640,7,1,15350,5,8.9,0.28,10,580,1,0
27,1,1,55370,2,1,3000,3,6.99,0.05,7,603,1,0
27,0,2,55920,1,1,7500,1,5.42,0.13,5,640,1,0
33,0,1,55866,8,1,4000,1,5.99,0.07,10,654,1,0
27,1,1,56039,3,1,1450,2,8.49,0.03,8,610,0,0
30,0,0,48790,6,1,15000,1,7.49,0.31,5,640,0,1
28,1,3,108192,4,0,5000,2,15.2,0.05,6,691,0,0
30,0,2,55554,6,1,5000,2,7.29,0.09,8,652,1,0
29,1,0,55859,9,1,9600,5,10.36,0.17,5,703,0,0
29,0,3,55857,6,1,4750,1,11.01,0.09,9,626,1,0
27,1,2,110214,3,0,5000,0,13.49,0.05,10,565,1,0
28,0,3,56172,9,1,2500,5,13.35,0.04,9,514,1,0
30,0,2,111523,7,0,5000,5,11.01,0.04,6,665,0,0
32,0,1,116116,10,0,5000,4,11.99,0.04,9,596,1,0
29,0,2,55820,5,1,2000,4,7.88,0.04,10,681,1,0
28,0,0,116285,5,0,5000,5,11.12,0.04,7,668,1,0
27,1,3,48640,7,1,2500,5,20,0.05,8,568,0,1
30,0,3,55727,11,1,6400,5,8.94,0.11,7,715,1,0
27,1,3,118324,4,0,5000,5,13.98,0.04,6,693,0,0
28,0,3,55710,3,2,8000,4,15.58,0.14,10,690,0,0
27,1,2,55761,4,1,1000,1,16.29,0.02,9,659,0,0
28,0,2,121106,10,0,5000,3,11.49,0.04,10,566,1,0
27,0,1,55958,5,2,14000,3,11.01,0.25,6,555,1,0
27,1,2,55933,6,1,9300,4,11.01,0.17,10,570,0,0
30,0,1,48639,5,1,14500,0,10.75,0.3,7,710,0,1
27,1,0,121110,6,0,5000,3,12.42,0.04,8,651,0,0
32,0,2,121059,11,0,5000,2,11.01,0.04,6,694,1,0
29,1,2,120893,9,0,5000,1,12.23,0.04,8,630,0,0
35,1,2,121282,12,0,5000,3,7.74,0.04,7,595,1,0
27,0,0,124724,6,0,5000,5,9.32,0.04,7,500,1,0
28,0,0,48947,6,1,10000,1,8.49,0.2,8,566,0,1
35,1,1,114911,15,0,5000,2,14.42,0.04,6,658,0,1
33,1,4,137660,9,0,5000,3,11.83,0.04,9,706,0,0
35,1,0,55986,15,1,15000,5,14.42,0.27,7,691,1,0
28,0,0,56058,7,4,5500,5,10.2,0.1,10,579,1,0
27,0,2,168827,6,0,5000,5,9.99,0.03,8,670,0,0
27,0,1,171508,7,0,5000,3,13.16,0.03,9,540,0,0
30,1,1,173831,7,0,5000,1,16.32,0.03,7,673,0,0
30,1,1,56277,5,1,12000,1,11.01,0.21,9,646,1,0
27,0,2,175296,6,0,5000,3,12.69,0.03,7,640,1,0
30,0,1,56084,8,2,11200,2,14.27,0.2,10,590,1,0
27,1,2,56201,3,1,18000,3,7.9,0.32,8,596,1,0
34,1,2,55979,12,1,10000,5,6.62,0.18,6,637,1,0
35,0,3,241175,14,0,5000,5,11.01,0.02,10,673,0,0
31,0,0,49088,8,1,9500,0,16.77,0.19,10,635,0,1
29,0,1,240902,8,0,5000,4,7.43,0.02,10,598,0,0
28,1,1,332241,6,0,5000,4,6.62,0.02,10,666,1,0
29,0,3,56063,7,1,6000,5,11.49,0.11,5,657,0,0
34,0,1,55994,11,1,6700,0,11.01,0.12,10,653,1,0
28,1,1,36633,5,0,5200,4,5.42,0.14,7,583,1,0
27,0,0,56264,6,2,8000,5,11.01,0.14,9,656,1,0
28,0,0,56546,2,1,6500,4,6.99,0.11,7,652,0,0
31,1,3,47768,8,0,5200,0,13.48,0.11,9,620,0,0
30,1,1,56403,7,2,6000,4,12.68,0.11,6,690,1,0
27,0,0,54834,5,0,5200,0,13.49,0.09,8,570,1,0
28,0,0,48047,6,0,5250,0,11.49,0.11,8,617,1,0
